2.246e-10,16.04,9.942
1.43e-10,16.04,9.842
8.4e-11,16.04,9.742
4.399e-11,16.04,9.642
1.926e-11,16.04,9.542
6.141e-12,16.04,9.442
9.467e-13,16.04,9.342
2.328e-15,16.04,9.242
0,16.04,9.142
0,16.04,9.042
0,16.04,8.942
0,16.04,8.842
0,16.04,8.742
0,16.04,8.642
0,16.04,8.542
0,16.04,8.442
0,16.04,8.342
0,16.04,8.242
0,16.04,8.142
0,16.04,8.042
0,16.04,7.942
0,16.04,7.842
0,16.04,7.742
0,16.04,7.642
0,16.04,7.542
0,16.04,7.442
0,16.04,7.342
0,16.04,7.242
0,16.04,7.142
0,16.04,7.042
0,16.04,6.942
0,16.04,6.842
0,16.04,6.742
0,16.04,6.642
0,16.04,6.542
0,16.04,6.442
0,16.04,6.342
0,16.04,6.242
0,16.04,6.142
0,16.04,6.042
0,16.04,5.942
0,16.03,5.842
0,16.03,5.742
0,16.02,5.642
0,16.01,5.543
0,15.99,5.444
0,15.97,5.347
0,15.94,5.252
0,15.9,5.159
0,15.86,5.069
0,15.81,4.981
0,15.75,4.897
0,15.69,4.817
0,15.63,4.74
0,15.56,4.667
0,15.49,4.597
0,15.41,4.532
0,15.33,4.471
0,15.25,4.416
0,15.17,4.365
0,15.08,4.319
0,14.99,4.279
0,14.89,4.246
0,14.79,4.218
0,14.7,4.196
0,14.6,4.18
0,14.5,4.168
0,14.4,4.159
0,14.3,4.154
0,14.2,4.151
0,14.1,4.149
0,14,4.148
0,13.9,4.148
0,13.8,4.148
0,13.7,4.149
0,13.6,4.151
0,13.5,4.152
0,13.4,4.153
0,13.3,4.154
0,13.2,4.154
0,13.1,4.155
0,13,4.155
0,12.9,4.154
0,12.8,4.154
0,12.7,4.154
0,12.6,4.153
0,12.5,4.153
0,12.4,4.153
0,12.3,4.153
0,12.2,4.153
0,12.1,4.153
0,12,4.153
0,11.9,4.153
0,11.8,4.153
0,11.7,4.153
0,11.6,4.153
0,11.5,4.153
0,11.4,4.153
0,11.3,4.153
0,11.2,4.153
0,11.1,4.153
0,11,4.153
0,10.9,4.153
0,10.8,4.153
0,10.7,4.153
0,10.6,4.153
0,10.5,4.153
0,10.4,4.153
0,10.3,4.153
0,10.2,4.153
0,10.1,4.153
0,10,4.153
0,9.9,4.153
0,9.8,4.153
0,9.7,4.153
0,9.6,4.153
0,9.5,4.153
0,9.4,4.153
0,9.3,4.153
0,9.2,4.153
0,9.1,4.153
0,9,4.153
0,8.9,4.153
0,8.8,4.153
0,8.7,4.153
0,8.6,4.153
0,8.5,4.153
0,8.4,4.153
0,8.3,4.153
0,8.2,4.153
0,8.1,4.153
0,8,4.153
0,7.9,4.153
0,7.8,4.153
0,7.7,4.153
0,7.6,4.153
0,7.5,4.153
0,7.4,4.153
0,7.3,4.153
0,7.2,4.153
0,7.1,4.153
0,7,4.153
0,6.9,4.153
0,6.8,4.153
0,6.7,4.153
0,6.6,4.153
0,6.5,4.153
0,6.4,4.153
0,6.3,4.153
0,6.2,4.153
0,6.1,4.153
0,6,4.153
0,5.9,4.153
0,5.8,4.153
0,5.7,4.153
0,5.6,4.153
0,5.5,4.153
0,5.4,4.153
0,5.3,4.153
0,5.2,4.153
0,5.1,4.153
0,5,4.153
0,4.9,4.153
0,4.8,4.153
0,4.7,4.153
0,4.6,4.153
0,4.5,4.153
0,4.4,4.153
0,4.3,4.153
0,4.2,4.153
0,4.1,4.153
0,4,4.153
0,3.9,4.153
0,3.8,4.153
0,3.7,4.153
0,3.6,4.153
0,3.5,4.153
0,3.4,4.153
0,3.3,4.153
0,3.2,4.153
0,3.1,4.153
0,3,4.153
0,2.9,4.153
0,2.8,4.153
0,2.7,4.153
0,2.6,4.153
0,2.5,4.153
0,2.4,4.153
0,2.3,4.153
0,2.2,4.153
0,2.1,4.153
0,2,4.153
0,1.9,4.153
0,1.8,4.153
0,1.7,4.153
0,1.6,4.153
0,1.5,4.153
0,1.4,4.153
0,1.3,4.153
0,1.2,4.153
0,1.1,4.153
0,1,4.153
0,0.9,4.153
0,0.8,4.153
0,0.7,4.153
0,0.6,4.153
0,0.5,4.153
0,0.4,4.153
0,0.3,4.153
0,0.2,4.153
0,0.1,4.153
0,-1.121e-10,4.153
5,16.03,9.928
